SDA,type,post,meas,treat,sfy,rgrp4,rgrp3,rgrp9,rgrp6,tot_tvst
Bexar SDA,ed,1,cnt,1,2015,0.1613785558,0.0743021346,0.2823129252,0.1397849462,0.873246828
Bexar SDA,ed,1,cnt,1,2016,0.1871704745,0.0974637681,0.1767676768,0.1212121212,0.6417770998
Bexar SDA,ed,1,cnt,1,2017,0.1551241693,0.0848056537,0.2253521127,0.0598290598,1.0444364275
Bexar SDA,ed,1,cnt,1,2018,0.1454229432,0.0757575758,0.262345679,0.0854885057,0.8533955262
Bexar SDA,ed,1,cnt,0,2013,0.1366019634,0.0771686482,0.1128500824,0,0.5377410521
Bexar SDA,ed,1,cnt,0,2014,0.1060953254,0.0595051573,0.080628542,0.1066666667,0.4747510405
Bexar SDA,ed,1,cnt,0,2015,0.1266839637,0.0855275656,0.1026311204,0.1383141762,0.5683318125
Bexar SDA,ed,1,cnt,0,2016,0.1187123064,0.0692685627,0.1112949482,0.1047619048,0.5291236276
Bexar SDA,ed,1,cnt,0,2017,0.1406301824,0.118524523,0.1401828326,0.1187143598,0.6801116388
Bexar SDA,ed,1,cnt,0,2018,0.1401303964,0.1239245793,0.1373221545,0.1184909671,0.6676329919
Bexar SDA,ed,1,cost,1,2013,164.93477867,53.233162834,272.40152825,,581.36997918
Bexar SDA,ed,1,cost,1,2014,115.03975157,58.759411002,86.767634853,135.45179749,298.4544073
Bexar SDA,ed,1,cost,1,2015,75.686916448,30.691278685,121.10214124,39.006021623,304.05255801
Bexar SDA,ed,1,cost,1,2016,87.595246123,47.939322313,80.338308201,16.843788147,271.26599692
Bexar SDA,ed,1,cost,1,2017,77.217020136,38.222121654,91.7120185,4.174943038,302.35010724
Bexar SDA,ed,1,cost,1,2018,85.762261774,31.521038759,146.44936707,27.367306213,406.40855342
Bexar SDA,ed,1,cost,0,2013,66.605044698,35.239774377,47.272388726,0,250.93086203
Bexar SDA,ed,1,cost,0,2014,57.807210617,25.020610375,34.524507916,5.6590666453,219.43659549
Bexar SDA,ed,1,cost,0,2015,64.291799378,37.454087696,48.560039578,88.271395002,271.21862183
Bexar SDA,ed,1,cost,0,2016,59.692736575,30.824985356,47.454242878,52.094547049,230.27557963
Bexar SDA,ed,1,cost,0,2017,67.85367786,38.706595858,56.236061118,58.726845348,277.23090291
Bexar SDA,ed,1,cost,0,2018,106.24827043,49.494354732,72.310560585,72.029486545,372.65491052
Bexar SDA,inp,0,cnt,1,2013,0.1620626151,0.0766423358,0.125,,0.5535197657
Bexar SDA,inp,0,cnt,1,2014,0.1131221719,0.0546218487,0.0483870968,0.141025641,0.2468685998
Bexar SDA,inp,0,cnt,1,2015,0.0614514953,0.0291461412,0.0816326531,0.0322580645,0.4186399645
Bexar SDA,inp,0,cnt,1,2016,0.0820152314,0.0416666667,0.047979798,0.1060606061,0.3141580885
Bexar SDA,inp,0,cnt,1,2017,0.0715285065,0.0669905771,0.0610328638,0.0299145299,0.2992028443
Bexar SDA,inp,0,cnt,1,2018,0.067207416,0.05754662,0.0586419753,0.036637931,0.3391299379
Bexar SDA,inp,0,cnt,0,2013,0.0477465417,0.0190444738,0.0458539264,0,0.1993719176
Bexar SDA,inp,0,cnt,0,2014,0.0339138405,0.0086825956,0.0247295209,0.0933333333,0.1333438804
Bexar SDA,inp,0,cnt,0,2015,0.0355919236,0.0097838064,0.0260062729,0.0298850575,0.1376799804
Bexar SDA,inp,0,cnt,0,2016,0.0331051345,0.0057550804,0.025957791,0.0488095238,0.1236891856
Bexar SDA,inp,0,cnt,0,2017,0.033182572,0.0069506559,0.0277273644,0.0469155003,0.1297953176
Bexar SDA,inp,0,cnt,0,2018,0.0290954514,0.0055733484,0.024422002,0.0511866808,0.1104700726
Bexar SDA,inp,0,cost,1,2013,563.87060773,532.64205596,473.21652778,,2455.7332193
Bexar SDA,inp,0,cost,1,2014,389.25237934,361.78153361,225.57580645,734.30628205,1071.9502177
Bexar SDA,inp,0,cost,1,2015,224.46041575,164.95143678,238.60659864,43.028172043,1195.3633975
Bexar SDA,inp,0,cost,1,2016,376.1072935,268.88908333,215.29525253,110.77075758,1057.2280435
Bexar SDA,inp,0,cost,1,2017,329.08422001,390.08516343,240.5614554,24.875683761,1310.0397611
Bexar SDA,inp,0,cost,1,2018,339.82502897,358.76354312,213.82325617,111.05533046,1426.0099646
Bexar SDA,inp,0,cost,0,2013,265.27266399,112.13410722,98.378404723,0,725.40856
Bexar SDA,inp,0,cost,0,2014,459.99132193,63.979719937,92.657764039,404.94113333,877.4302932
Bexar SDA,inp,0,cost,0,2015,332.98616322,99.19573958,93.985393361,138.78177778,773.32943148
Bexar SDA,inp,0,cost,0,2016,366.95565542,49.333076604,115.8522259,177.00580952,751.35983364
Bexar SDA,inp,0,cost,0,2017,435.47866772,98.627689606,129.49483397,201.32965008,913.71953034
Bexar SDA,inp,0,cost,0,2018,414.89560324,97.794871264,112.103414,183.96617428,842.66595159
Bexar SDA,inp,1,cnt,1,2013,0.1841620626,0.100973236,0.125,,0.4518019653
Bexar SDA,inp,1,cnt,1,2014,0.1067119155,0.0931372549,0.0806451613,0.0256410256,0.3134855341
Bexar SDA,inp,1,cnt,1,2015,0.0629102845,0.0324302135,0.0680272109,0.0698924731,0.3609489635
Bexar SDA,inp,1,cnt,1,2016,0.0796719391,0.040942029,0.0353535354,0.0606060606,0.2436298411
Bexar SDA,inp,1,cnt,1,2017,0.0841203218,0.0628680801,0.0633802817,0.037037037,0.3364988914
Bexar SDA,inp,1,cnt,1,2018,0.0660486674,0.041958042,0.049382716,0.0380747126,0.3647707787
Bexar SDA,inp,1,cnt,0,2013,0.0438420348,0.0304931748,0.0631521142,0,0.2839499255
Bexar SDA,inp,1,cnt,0,2014,0.028388838,0.0107716412,0.0257599176,0.08,0.1630522735
Bexar SDA,inp,1,cnt,0,2015,0.0358081362,0.0111896349,0.0345443457,0.0252873563,0.1974691532
Bexar SDA,inp,1,cnt,0,2016,0.032208639,0.0076580629,0.0364732701,0.05,0.1963029486
Bexar SDA,inp,1,cnt,0,2017,0.0350520127,0.0088513715,0.0379444781,0.0497667185,0.2024354677
Bexar SDA,inp,1,cnt,0,2018,0.0298571124,0.0073081512,0.0375381098,0.052869288,0.1744952939
Bexar SDA,inp,1,cost,1,2013,851.63853591,511.46270073,788.34138889,,2414.2230885
Bexar SDA,inp,1,cost,1,2014,356.73365385,638.01762605,348.44607527,0.7457692308,1485.7434769
Bexar SDA,inp,1,cost,1,2015,264.2979814,193.41647167,232.88840136,51.299408602,794.93717794
Bexar SDA,inp,1,cost,1,2016,346.8168717,209.49658696,194.04984848,40.806363636,1243.7192523
Bexar SDA,inp,1,cost,1,2017,573.6333001,369.02331272,188.24819249,14.222094017,1214.624811
Bexar SDA,inp,1,cost,1,2018,381.54434338,306.56268357,454.83587963,65.486968391,2208.0613478
Bexar SDA,inp,1,cost,0,2013,211.97615183,187.70107442,151.66359692,0,1163.0063743
Bexar SDA,inp,1,cost,0,2014,214.84659258,97.752798668,111.18953289,37.135333333,949.21350148
Bexar SDA,inp,1,cost,0,2015,246.68010179,101.55799138,103.25219246,64.023685824,894.55283742
Bexar SDA,inp,1,cost,0,2016,256.09106895,55.715168731,137.80412236,101.81642857,881.98079766
Bexar SDA,inp,1,cost,0,2017,331.29429715,113.05034846,141.92012973,194.88508035,1005.390692
Bexar SDA,inp,1,cost,0,2018,317.98059044,83.288772686,164.97332063,150.42589621,999.54262456
Bexar SDA,mce,0,cnt,1,2013,0,0,0,,0
Bexar SDA,mce,0,cnt,1,2014,0.0003770739,0,0,0,0.0003770739
Bexar SDA,mce,0,cnt,1,2015,0.0001823487,0.0002052545,0.0034013605,0,0.0189061217
Bexar SDA,mce,0,cnt,1,2016,0.0002929115,0,0,0,0.0002929115
Bexar SDA,mce,0,cnt,1,2017,0.0010493179,0,0,0,0.0010493179
Bexar SDA,mce,0,cnt,1,2018,0.0001931248,0,0,0.0007183908,0.0001931248
Bexar SDA,mce,0,cnt,0,2013,0.0002231147,0.0001100837,0,0,0.0003331983
Bexar SDA,mce,0,cnt,0,2014,0.000152765,0.000195848,0.0003434656,0,0.0019833994
Bexar SDA,mce,0,cnt,0,2015,0.0002661078,0.0001709791,0.0002613696,0.0003831418,0.0009592802
Bexar SDA,mce,0,cnt,0,2016,0.0001466993,0.0000807326,0.0004412089,0.0011904762,0.0014303643
Bexar SDA,mce,0,cnt,0,2017,0.0003769034,0.0002701998,0.0005041339,0.0010368066,0.002060017
Bexar SDA,mce,0,cnt,0,2018,0.000274198,0.0001491459,0.000476372,0.0002656748,0.0021057725
Bexar SDA,mce,0,cost,1,2013,0,0,0,,0
Bexar SDA,mce,0,cost,1,2014,5.6589404223,0,0,0,5.6589404223
Bexar SDA,mce,0,cost,1,2015,105.27625274,0.0208579639,78.65255102,0,533.51655514
Bexar SDA,mce,0,cost,1,2016,0.0127357938,0,0,0,0.0127357938
Bexar SDA,mce,0,cost,1,2017,6.9619832109,0,0,0,6.9619832109
Bexar SDA,mce,0,cost,1,2018,17.375675937,0,0,0.0247772989,17.375675937
Bexar SDA,mce,0,cost,0,2013,9.7565327979,3.2191369441,0,0,12.975669742
Bexar SDA,mce,0,cost,0,2014,1.1668848661,5.2770972059,1.1304456466,0,19.271876416
Bexar SDA,mce,0,cost,0,2015,7.1349278182,2.4063611839,4.1331381774,0.087137931,17.79893217
Bexar SDA,mce,0,cost,0,2016,4.9621436023,0.3326850506,5.199025296,19.395380952,19.704570028
Bexar SDA,mce,0,cost,0,2017,1.7771985527,2.3404839371,5.5703381058,4.2797226542,16.069906003
Bexar SDA,mce,0,cost,0,2018,2.4857301283,4.0300839142,1.1117016006,0.5354091392,10.84041848
Bexar SDA,mce,1,cnt,1,2013,0,0,0,,0
Bexar SDA,mce,1,cnt,1,2014,0,0.0007002801,0,0,0.0007002801
Bexar SDA,mce,1,cnt,1,2015,0.0001823487,0.0002052545,0,0,0.0003876032
Bexar SDA,mce,1,cnt,1,2016,0,0,0,0,0
Bexar SDA,mce,1,cnt,1,2017,0.0001748863,0.0004416961,0.0023474178,0,0.0134370953
Bexar SDA,mce,1,cnt,1,2018,0.0003862495,0.0004370629,0,0,0.0008233125
Bexar SDA,mce,1,cnt,0,2013,0.0001115573,0.0001100837,0,0,0.000221641
Bexar SDA,mce,1,cnt,0,2014,0.0002291476,0.000097924,0.0003434656,0,0.0010951784
Bexar SDA,mce,1,cnt,0,2015,0.0004823205,0.0002659676,0.0001742464,0.0011494253,0.0011407884
Bexar SDA,mce,1,cnt,0,2016,0.000391198,0.0001383987,0.0004779763,0,0.001956336
Bexar SDA,mce,1,cnt,0,2017,0.0003769034,0.0001770274,0.0005041339,0.000777605,0.0019855322
Bexar SDA,mce,1,cnt,0,2018,0.000274198,0.0002119442,0.000254065,0.0004427914,0.0012507818
Bexar SDA,mce,1,cost,1,2013,0,0,0,,0
Bexar SDA,mce,1,cost,1,2014,0,1.4470658263,0,0,1.4470658263
Bexar SDA,mce,1,cost,1,2015,0.0058497447,0.2665086207,0,0,0.2723583654
Bexar SDA,mce,1,cost,1,2016,0,0,0,0,0
Bexar SDA,mce,1,cost,1,2017,0.0335659321,1.4689237338,204.53746479,0,1118.5917204
Bexar SDA,mce,1,cost,1,2018,0.1384298957,0.4880608974,0,0,0.6264907931
Bexar SDA,mce,1,cost,0,2013,5.8698756136,0.0538221048,0,0,5.9236977184
Bexar SDA,mce,1,cost,0,2014,4.1982969243,0.731733255,5.8325485145,0,16.974262772
Bexar SDA,mce,1,cost,0,2015,5.7307151648,1.5725874843,0.938640007,0.5331685824,9.6503959356
Bexar SDA,mce,1,cost,0,2016,7.5599784841,1.2489009988,4.3425612177,0,19.276301273
Bexar SDA,mce,1,cost,0,2017,6.5753476557,1.4076228943,20.328666398,6.6672939347,63.986826304
Bexar SDA,mce,1,cost,0,2018,2.7674281754,3.4358705413,1.7161372586,5.3010556146,10.424835448
Bexar SDA,mcm,0,cnt,1,2013,0,0,0,,0
Bexar SDA,mcm,0,cnt,1,2014,0.1666666667,0,0,0,0.1666666667
Bexar SDA,mcm,0,cnt,1,2015,0.1666666667,0.1666666667,0.1666666667,0,0.5
Bexar SDA,mcm,0,cnt,1,2016,0.1666666667,0,0,0,0.1666666667
Bexar SDA,mcm,0,cnt,1,2017,0.2,0,0,0,0.2
Bexar SDA,mcm,0,cnt,1,2018,0.1666666667,0,0,0.1666666667,0.1666666667
Bexar SDA,mcm,0,cnt,0,2013,0.1666666667,0.1666666667,0,0,0.3333333333
Bexar SDA,mcm,0,cnt,0,2014,0.1666666667,0.2,0.1666666667,0,0.8666666667
Bexar SDA,mcm,0,cnt,0,2015,0.1777777778,0.1666666667,0.1666666667,0.1666666667,0.5111111111
Bexar SDA,mcm,0,cnt,0,2016,0.1666666667,0.1666666667,0.1666666667,0.1666666667,0.8333333333
Bexar SDA,mcm,0,cnt,0,2017,0.1811594203,0.1790123457,0.1785714286,0.2222222222,0.8786902845
Bexar SDA,mcm,0,cnt,0,2018,0.1764705882,0.1759259259,0.1666666667,0.1666666667,0.8523965142
Bexar SDA,mcm,0,cost,1,2013,0,0,0,,0
Bexar SDA,mcm,0,cost,1,2014,2501.2516667,0,0,0,2501.2516667
Bexar SDA,mcm,0,cost,1,2015,96222.495,16.936666667,3853.975,0,100093.40667
Bexar SDA,mcm,0,cost,1,2016,7.2466666667,0,0,0,7.2466666667
Bexar SDA,mcm,0,cost,1,2017,1326.954,0,0,0,1326.954
Bexar SDA,mcm,0,cost,1,2018,14995.208333,0,0,5.7483333333,14995.208333
Bexar SDA,mcm,0,cost,0,2013,7288.13,4873.7733333,0,0,12161.903333
Bexar SDA,mcm,0,cost,0,2014,1273.0713889,5388.9716667,548.54875,0,8797.2397222
Bexar SDA,mcm,0,cost,0,2015,4766.6074444,2345.6674074,2635.5644444,37.905,9747.8392963
Bexar SDA,mcm,0,cost,0,2016,5637.5464815,686.80452381,1963.9318056,2715.3533333,12430.625172
Bexar SDA,mcm,0,cost,0,2017,854.21434783,1550.6139506,1973.0933333,917.28722222,5656.1017244
Bexar SDA,mcm,0,cost,0,2018,1599.7866667,4753.7078704,388.94733333,335.88,7453.5520767
Bexar SDA,mcm,1,cnt,1,2013,0,0,0,,0
Bexar SDA,mcm,1,cnt,1,2014,0,0.1666666667,0,0,0.1666666667
Bexar SDA,mcm,1,cnt,1,2015,0.1666666667,0.1666666667,0,0,0.3333333333
Bexar SDA,mcm,1,cnt,1,2016,0,0,0,0,0
Bexar SDA,mcm,1,cnt,1,2017,0.1666666667,0.1666666667,0.1666666667,0,0.5
Bexar SDA,mcm,1,cnt,1,2018,0.1666666667,0.1666666667,0,0,0.3333333333
Bexar SDA,mcm,1,cnt,0,2013,0.1666666667,0.1666666667,0,0,0.3333333333
Bexar SDA,mcm,1,cnt,0,2014,0.1666666667,0.1666666667,0.1666666667,0,0.6666666667
Bexar SDA,mcm,1,cnt,0,2015,0.1666666667,0.1666666667,0.1666666667,0.1666666667,0.6666666667
Bexar SDA,mcm,1,cnt,0,2016,0.1739130435,0.1818181818,0.1666666667,0,0.8557312253
Bexar SDA,mcm,1,cnt,0,2017,0.1811594203,0.1666666667,0.1666666667,0.1666666667,0.847826087
Bexar SDA,mcm,1,cnt,0,2018,0.1666666667,0.18,0.1904761905,0.1666666667,0.8883333333
Bexar SDA,mcm,1,cost,1,2013,0,0,0,,0
Bexar SDA,mcm,1,cost,1,2014,0,344.40166667,0,0,344.40166667
Bexar SDA,mcm,1,cost,1,2015,5.3466666667,216.405,0,0,221.75166667
Bexar SDA,mcm,1,cost,1,2016,0,0,0,0,0
Bexar SDA,mcm,1,cost,1,2017,31.988333333,554.27388889,14522.16,0,15108.422222
Bexar SDA,mcm,1,cost,1,2018,59.7325,186.11388889,0,0,245.84638889
Bexar SDA,mcm,1,cost,0,2013,8769.5941667,81.486666667,0,0,8851.0808333
Bexar SDA,mcm,1,cost,0,2014,3053.5612963,1245.41,2830.2441667,0,9959.4596296
Bexar SDA,mcm,1,cost,0,2015,1980.2585057,985.45071429,897.80916667,77.309444444,4761.3275534
Bexar SDA,mcm,1,cost,0,2016,3360.9034783,1640.715303,1514.2176923,0,8657.5975313
Bexar SDA,mcm,1,cost,0,2017,3160.4551449,1325.2399123,6720.6571111,1429.0233333,28488.139409
Bexar SDA,mcm,1,cost,0,2018,1682.1350926,2918.0161333,1286.612619,1995.3173333,6944.8920593
Bexar SDA,mcn,0,cnt,1,2013,0,0,0,,0
Bexar SDA,mcn,0,cnt,1,2014,1,0,0,0,1
Bexar SDA,mcn,0,cnt,1,2015,1,1,1,0,3
Bexar SDA,mcn,0,cnt,1,2016,1,0,0,0,1
Bexar SDA,mcn,0,cnt,1,2017,5,0,0,0,5
Bexar SDA,mcn,0,cnt,1,2018,1,0,0,1,1
Bexar SDA,mcn,0,cnt,0,2013,4,1,0,0,5
Bexar SDA,mcn,0,cnt,0,2014,6,5,4,0,15
Bexar SDA,mcn,0,cnt,0,2015,15,9,6,1,30
Bexar SDA,mcn,0,cnt,0,2016,9,7,12,1,28
Bexar SDA,mcn,0,cnt,0,2017,23,27,14,3,64
Bexar SDA,mcn,0,cnt,0,2018,17,18,15,3,50
Bexar SDA,mcn,1,cnt,1,2013,0,0,0,,0
Bexar SDA,mcn,1,cnt,1,2014,0,1,0,0,1
Bexar SDA,mcn,1,cnt,1,2015,1,1,0,0,2
Bexar SDA,mcn,1,cnt,1,2016,0,0,0,0,0
Bexar SDA,mcn,1,cnt,1,2017,1,3,1,0,5
Bexar SDA,mcn,1,cnt,1,2018,2,3,0,0,5
Bexar SDA,mcn,1,cnt,0,2013,2,1,0,0,3
Bexar SDA,mcn,1,cnt,0,2014,9,3,4,0,16
Bexar SDA,mcn,1,cnt,0,2015,29,14,4,3,47
Bexar SDA,mcn,1,cnt,0,2016,23,11,13,0,47
Bexar SDA,mcn,1,cnt,0,2017,23,19,15,3,57
Bexar SDA,mcn,1,cnt,0,2018,18,25,7,5,50
Bexar SDA,med,0,cost,1,2013,1080.8647071,885.83623597,1073.1501641,,4841.5183738
Bexar SDA,med,0,cost,1,2014,826.03394956,704.72865034,655.7658634,1830.576262,2757.0544149
Bexar SDA,med,0,cost,1,2015,685.66024455,517.01255986,713.72265365,1094.0897525,3228.091464
Bexar SDA,med,0,cost,1,2016,867.7926286,573.22320117,641.52252784,1505.3671182,2945.4871025
Bexar SDA,med,0,cost,1,2017,870.71647192,700.53102646,692.79023741,1125.0604165,4001.2785077
Bexar SDA,med,0,cost,1,2018,885.11905892,636.59901826,745.92082927,1074.7070109,3713.6906306
Bexar SDA,med,0,cost,0,2013,783.4441582,382.3542398,640.96775791,15.644166629,3052.1038213
Bexar SDA,med,0,cost,0,2014,1165.0484511,297.8490345,408.66846471,1881.1769868,2866.6126811
Bexar SDA,med,0,cost,0,2015,1095.6407882,354.91658306,444.41438079,820.01022679,2871.2296913
Bexar SDA,med,0,cost,0,2016,1134.6559073,252.62532927,447.26274915,813.78579821,2739.1449191
Bexar SDA,med,0,cost,0,2017,1389.9988555,319.43082545,500.4815522,986.66553778,3214.6309347
Bexar SDA,med,0,cost,0,2018,1823.1076683,327.08817672,563.45245762,1109.8980409,3858.8392972
Bexar SDA,med,1,cost,1,2013,1394.9752807,941.7315956,1263.2662688,,4275.7841214
Bexar SDA,med,1,cost,1,2014,882.87430367,1048.0857561,842.82339329,1264.9435863,3442.2459526
Bexar SDA,med,1,cost,1,2015,742.39347533,577.20105487,695.390714,1444.8865288,2995.3425148
Bexar SDA,med,1,cost,1,2016,909.1509525,591.87601991,569.34148942,1673.4466867,3088.0844761
Bexar SDA,med,1,cost,1,2017,1166.2844308,714.39199417,674.9672499,1536.1424165,3709.1350023
Bexar SDA,med,1,cost,1,2018,999.25896917,630.47710821,1026.8855815,1321.3863674,4709.5446346
Bexar SDA,med,1,cost,0,2013,727.17046648,470.59147121,682.29861259,0,3381.3220813
Bexar SDA,med,1,cost,0,2014,862.44221178,311.94205625,367.34567061,1117.8377396,2530.8714743
Bexar SDA,med,1,cost,0,2015,1055.0082024,367.75510091,462.61092746,750.84484674,2974.7217171
Bexar SDA,med,1,cost,0,2016,1078.3329783,275.48457348,482.33583165,764.06825379,2919.4410376
Bexar SDA,med,1,cost,0,2017,1353.2361503,350.52147232,527.05058629,1066.8572105,3372.124776
Bexar SDA,med,1,cost,0,2018,1795.9908025,358.31582569,620.23572626,1137.5021034,4102.1288756
Bexar SDA,oip,1,cnt,1,2013,0.1749539595,0.0827250608,0.125,,0.424345687
Bexar SDA,oip,1,cnt,1,2014,0.0991704374,0.0847338936,0.0860215054,0.0256410256,0.3051164522
Bexar SDA,oip,1,cnt,1,2015,0.0609044493,0.0303776683,0.0646258503,0.0698924731,0.3521286785
Bexar SDA,oip,1,cnt,1,2016,0.075278266,0.0365942029,0.0328282828,0.0606060606,0.2269518339
Bexar SDA,oip,1,cnt,1,2017,0.0778244141,0.0574204947,0.058685446,0.037037037,0.3186947923
Bexar SDA,oip,1,cnt,1,2018,0.0610274237,0.037004662,0.0462962963,0.0380747126,0.3504671507
Bexar SDA,oip,1,cnt,0,2013,0.0428380187,0.0303830911,0.0626029654,0,0.2815611331
Bexar SDA,oip,1,cnt,0,2014,0.0278032386,0.0110001306,0.0255023184,0.08,0.1613421027
Bexar SDA,oip,1,cnt,0,2015,0.0350597079,0.0111136441,0.0341087297,0.0245210728,0.1949939325
Bexar SDA,oip,1,cnt,0,2016,0.031393643,0.0075427306,0.0358849915,0.0488095238,0.1930094963
Bexar SDA,oip,1,cnt,0,2017,0.0341323685,0.0087581992,0.0376083888,0.0487299119,0.20024375
Bexar SDA,oip,1,cnt,0,2018,0.0288212534,0.0070805074,0.0371887703,0.0518065887,0.1717851388
Bexar SDA,oip,1,cost,1,2013,850.01387229,510.01500302,788.34138997,,2411.1507286
Bexar SDA,oip,1,cost,1,2014,355.94160381,637.25853227,348.44606724,0.7457692073,1484.1923217
Bexar SDA,oip,1,cost,1,2015,264.07178923,193.0278082,232.88839841,51.299408246,794.32231804
Bexar SDA,oip,1,cost,1,2016,346.59467515,209.21876366,194.04984975,40.806363655,1243.2192385
Bexar SDA,oip,1,cost,1,2017,572.59883276,368.25289903,188.24819036,13.24813412,1212.819927
Bexar SDA,oip,1,cost,1,2018,381.1534174,306.31431513,454.83588547,65.486967799,2207.4220666
Bexar SDA,oip,1,cost,0,2013,211.37233359,187.10086425,151.50105971,0,1161.4652099
Bexar SDA,oip,1,cost,0,2014,214.41397073,96.872327072,110.69535463,37.119533437,945.93512082
Bexar SDA,oip,1,cost,0,2015,246.42075824,101.46623286,103.0440254,63.852471455,893.65921127
Bexar SDA,oip,1,cost,0,2016,255.79000986,55.638379756,137.6699191,101.06053707,881.01844529
Bexar SDA,oip,1,cost,0,2017,330.40880387,112.89447343,141.82541667,194.44555985,1003.9830112
Bexar SDA,oip,1,cost,0,2018,317.28045619,83.235870659,164.87942965,150.17179116,998.44708721
Bexar SDA,out,1,cnt,1,2013,2.8591160221,3.5170316302,1.75,,10.616888393
Bexar SDA,out,1,cnt,1,2014,2.7993966817,2.806022409,2.6290322581,5.0512820513,10.907607643
Bexar SDA,out,1,cnt,1,2015,3.0238876732,2.7857142857,2.6462585034,6.0698924731,13.915422065
Bexar SDA,out,1,cnt,1,2016,3.5079086116,3.2373188406,2.1388888889,8,12.959513166
Bexar SDA,out,1,cnt,1,2017,3.9868835257,2.5752355713,2.9953051643,11.378917379,17.170044505
Bexar SDA,out,1,cnt,1,2018,4.16396292,2.682983683,3.3456790123,11.295258621,18.129414135
Bexar SDA,out,1,cnt,0,2013,2.7771642124,2.2053060326,3.0733113674,0.1666666667,13.274658236
Bexar SDA,out,1,cnt,0,2014,2.6229249414,1.3678025852,1.7533058561,5.1133333333,8.8026959048
Bexar SDA,out,1,cnt,0,2015,3.1650367561,1.4658421673,2.0665185572,2.8333333333,10.612152654
Bexar SDA,out,1,cnt,0,2016,3.3977506112,1.276520656,2.0074270167,3.225,10.580549963
Bexar SDA,out,1,cnt,0,2017,4.5820292477,1.3672573792,2.5398265779,5.5865733541,13.274378552
Bexar SDA,out,1,cnt,0,2018,5.4840812845,1.4417074856,2.9051067073,6.8684024088,15.209715349
Bexar SDA,out,1,cost,1,2013,547.56865627,432.83320079,474.92486445,,1868.3572296
Bexar SDA,out,1,cost,1,2014,527.47926797,414.42104308,494.37731161,1264.1978181,1962.1939979
Bexar SDA,out,1,cost,1,2015,478.95415788,384.88701062,462.50231626,1393.6060151,2202.3664515
Bexar SDA,out,1,cost,1,2016,562.97180118,383.46107386,375.29164005,1632.6403272,1846.0845783
Bexar SDA,out,1,cost,1,2017,594.64808137,347.75970442,486.71906158,1522.8942804,2498.8981769
Bexar SDA,out,1,cost,1,2018,618.67732914,325.2402086,572.04970423,1255.8994035,2503.7718087
Bexar SDA,out,1,cost,0,2013,516.24124682,284.1817917,530.88737777,0,2221.227414
Bexar SDA,out,1,cost,0,2014,648.19718177,215.15972023,256.42253581,1080.718198,1584.9490611
Bexar SDA,out,1,cost,0,2015,808.85375497,266.41897882,359.60847524,686.99248807,2081.6034226
Bexar SDA,out,1,cost,0,2016,822.74636892,219.97765737,344.75844397,663.00771604,2039.2671068
Bexar SDA,out,1,cost,0,2017,1023.1745918,237.81509731,385.32194863,872.41598742,2369.113526
Bexar SDA,out,1,cost,0,2018,1478.8988662,275.17996922,455.50330106,987.365576,3104.5195589
Dallas SDA,ed,1,cnt,1,2013,0.3043478261,0.0871459695,,0.0833333333,0.3914937956
Dallas SDA,ed,1,cnt,1,2014,0.1172839506,0.0718232044,0.1666666667,0,0.3557738217
Dallas SDA,ed,1,cnt,1,2015,0.1666666667,0.0786163522,0.1,0.0833333333,0.3452830189
Dallas SDA,ed,1,cnt,1,2016,0.3547237077,0.0596330275,0.2654320988,0.1538461538,1.0843567352
Dallas SDA,ed,1,cnt,1,2017,0.2423601316,0.0964653903,0.28,0.0974637681,0.9598781535
Dallas SDA,ed,1,cnt,1,2018,0.2440295997,0.0846014493,0.2637889688,0.1283018868,1.0459427228
Dallas SDA,ed,1,cnt,0,2013,0.2159785933,0.0883699634,0.1435897436,0.112745098,0.9205250272
Dallas SDA,ed,1,cnt,0,2014,0.1510961214,0.1099048385,0.1797752809,0.6376811594,0.8644221777
Dallas SDA,ed,1,cnt,0,2015,0.2058800893,0.1251623377,0.132218845,0.1693425076,1.0492435803
Dallas SDA,ed,1,cnt,0,2016,0.3076055067,0.1088205128,0.1368090645,0.1626666667,1.2303128246
Dallas SDA,ed,1,cnt,0,2017,0.192212234,0.0609078836,0.1453051643,0.1195689955,0.9081560394
Dallas SDA,ed,1,cnt,0,2018,0.1739306667,0.0960683708,0.1558402502,0.1142361111,1.0652590051
Dallas SDA,ed,1,cost,1,2013,188.92891198,27.660414124,,0.5025000175,216.58932611
Dallas SDA,ed,1,cost,1,2014,27.238394851,45.240939374,24.509999593,0,96.989333818
Dallas SDA,ed,1,cost,1,2015,29.262476617,44.098270248,8.9373331706,3.747083346,82.298080036
Dallas SDA,ed,1,cost,1,2016,122.24316254,28.446070132,21.899382691,103.04974205,267.75736214
Dallas SDA,ed,1,cost,1,2017,125.12971196,57.318183345,124.13277923,14.035275444,405.3737171
Dallas SDA,ed,1,cost,1,2018,128.02108843,59.23427168,104.90391967,65.736773167,470.88116096
Dallas SDA,ed,1,cost,0,2013,86.577083697,42.842903012,23.070974494,30.105686861,273.87478332
Dallas SDA,ed,1,cost,0,2014,92.546812154,121.13398399,34.881591978,787.59549843,372.94183643
Dallas SDA,ed,1,cost,0,2015,109.14933793,140.7848116,36.936295969,84.5132998,557.40386508
Dallas SDA,ed,1,cost,0,2016,154.12586858,74.77449825,34.700114907,78.58865737,636.19701258
