SDA,type,post,meas,treat,sfy,rgrp4,rgrp3,rgrp6,tot_tvst
Bexar SDA,out,1,cost,0,2015,808.85375497,266.41897882,686.99248807,2081.6034226
Bexar SDA,out,1,cost,0,2016,822.74636892,219.97765737,663.00771604,2039.2671068
Bexar SDA,out,1,cost,0,2017,1023.1745918,237.81509731,872.41598742,2369.113526
Bexar SDA,out,1,cost,0,2018,1478.8988662,275.17996922,987.365576,3104.5195589
Dallas SDA,ed,1,cnt,1,2013,0.3043478261,0.0871459695,,0.3914937956
Dallas SDA,ed,1,cnt,1,2014,0.1172839506,0.0718232044,,0.3557738217
Dallas SDA,ed,1,cnt,1,2015,0.1666666667,0.0786163522,,0.3452830189
Dallas SDA,ed,1,cnt,1,2016,0.3547237077,0.0596330275,0.1538461538,1.0843567352
Dallas SDA,ed,1,cnt,1,2017,0.2423601316,0.0964653903,0.0974637681,0.9598781535
Dallas SDA,ed,1,cnt,1,2018,0.2440295997,0.0846014493,0.1283018868,1.0459427228
Dallas SDA,ed,1,cnt,0,2013,0.2159785933,0.0883699634,0.112745098,0.9205250272
Dallas SDA,ed,1,cnt,0,2014,0.1510961214,0.1099048385,0.6376811594,0.8644221777
Dallas SDA,ed,1,cnt,0,2015,0.2058800893,0.1251623377,0.1693425076,1.0492435803
Dallas SDA,ed,1,cnt,0,2016,0.3076055067,0.1088205128,0.1626666667,1.2303128246
Dallas SDA,ed,1,cnt,0,2017,0.192212234,0.0609078836,0.1195689955,0.9081560394
Dallas SDA,ed,1,cnt,0,2018,0.1739306667,0.0960683708,0.1142361111,1.0652590051
Dallas SDA,ed,1,cost,1,2013,188.92891198,27.660414124,,216.58932611
Dallas SDA,ed,1,cost,1,2014,27.238394851,45.240939374,,96.989333818
Dallas SDA,ed,1,cost,1,2015,29.262476617,44.098270248,,82.298080036
Dallas SDA,ed,1,cost,1,2016,122.24316254,28.446070132,103.04974205,267.75736214
Dallas SDA,ed,1,cost,1,2017,125.12971196,57.318183345,14.035275444,405.3737171
Dallas SDA,ed,1,cost,1,2018,128.02108843,59.23427168,65.736773167,470.88116096
Dallas SDA,ed,1,cost,0,2013,86.577083697,42.842903012,30.105686861,273.87478332
Dallas SDA,ed,1,cost,0,2014,92.546812154,121.13398399,787.59549843,372.94183643
Dallas SDA,ed,1,cost,0,2015,109.14933793,140.7848116,84.5132998,557.40386508
Dallas SDA,ed,1,cost,0,2016,154.12586858,74.77449825,78.58865737,636.19701258
Dallas SDA,ed,1,cost,0,2017,109.69784126,38.304441864,39.087413871,448.72341678
Dallas SDA,ed,1,cost,0,2018,152.62900309,86.386020614,62.416993053,652.35617141
Dallas SDA,inp,1,cnt,1,2013,0.0289855072,0.1209150327,,0.1499005399
Dallas SDA,inp,1,cnt,1,2014,0.0432098765,0.105893186,,0.1491030625
Dallas SDA,inp,1,cnt,1,2015,0.0516431925,0.0744234801,,0.2260666726
Dallas SDA,inp,1,cnt,1,2016,0.0418894831,0.0504587156,0.0282051282,0.1523481987
Dallas SDA,inp,1,cnt,1,2017,0.0755759285,0.0476190476,0.0362318841,0.1635458533
Dallas SDA,inp,1,cnt,1,2018,0.076185671,0.0320652174,0.0308176101,0.1773303597
Dallas SDA,inp,1,cnt,0,2013,0.0504587156,0.0146520147,0.0661764706,0.1852087695
Dallas SDA,inp,1,cnt,0,2014,0.0445756043,0.0202050663,0.115942029,0.2143412481
Dallas SDA,inp,1,cnt,0,2015,0.0629569768,0.0168290043,0.0480695719,0.3032299855
Dallas SDA,inp,1,cnt,0,2016,0.076844956,0.0093333333,0.0253333333,0.3138142421
Dallas SDA,inp,1,cnt,0,2017,0.035049487,0.0022938549,0.0293708724,0.2242260779
Dallas SDA,inp,1,cnt,0,2018,0.028064,0.0038865675,0.0196759259,0.1798347405
Dallas SDA,inp,1,cost,1,2013,86.937170499,865.07922091,,952.01639141
Dallas SDA,inp,1,cost,1,2014,57.365061819,808.61608689,,865.9811487
Dallas SDA,inp,1,cost,1,2015,52.712089317,568.02021359,,622.39763621
Dallas SDA,inp,1,cost,1,2016,102.16453776,309.8609677,158.85707294,437.94663954
Dallas SDA,inp,1,cost,1,2017,579.13571355,352.34023825,49.064420471,1158.1355791
Dallas SDA,inp,1,cost,1,2018,680.91433688,232.13916794,159.3014388,1019.6841472
Dallas SDA,inp,1,cost,0,2013,826.70788984,163.87744982,190.38573209,1259.6355438
Dallas SDA,inp,1,cost,0,2014,1349.5918882,435.19793709,449.26399187,2300.1363707
Dallas SDA,inp,1,cost,0,2015,866.8521145,462.36390436,152.87176903,2207.1568672
Dallas SDA,inp,1,cost,0,2016,1030.937559,185.14145152,135.39326542,1868.1028724
Dallas SDA,inp,1,cost,0,2017,341.1671614,28.687375358,69.791481317,943.5089101
Dallas SDA,inp,1,cost,0,2018,403.8167666,75.109326223,84.886783398,974.09390228
Dallas SDA,med,0,cost,1,2013,736.33225427,1169.8933399,,1906.2255941
Dallas SDA,med,0,cost,1,2014,769.51424813,774.75862136,,1553.1062028
Dallas SDA,med,0,cost,1,2015,232.12647831,677.0397579,,1530.1965778
Dallas SDA,med,0,cost,1,2016,387.42225664,862.89908439,1123.1459488,1980.3202773
Dallas SDA,med,0,cost,1,2017,780.73937562,415.50316041,955.67756766,2620.3247301
Dallas SDA,med,0,cost,1,2018,1046.227893,441.8944017,1178.6415504,3199.4965068
Dallas SDA,med,0,cost,0,2013,2226.0112134,671.74987757,989.70924,3998.5401337
Dallas SDA,med,0,cost,0,2014,4306.3216931,764.2632356,1680.7427417,7425.81223
Dallas SDA,med,0,cost,0,2015,2472.7689131,786.01956233,782.65829864,5031.0470923
Dallas SDA,med,0,cost,0,2016,1683.7123846,503.72306919,768.37962643,3977.4381477
Dallas SDA,med,0,cost,0,2017,1074.34809,218.41972836,703.49692506,3051.7590738
Dallas SDA,med,0,cost,0,2018,2043.1074929,391.06944363,840.55720822,4250.896049
Dallas SDA,med,1,cost,1,2013,454.07703355,1382.1351438,,1836.2121773
Dallas SDA,med,1,cost,1,2014,216.25938397,1434.8519148,,1678.3313
Dallas SDA,med,1,cost,1,2015,253.99246449,1120.5976499,,1999.8281088
Dallas SDA,med,1,cost,1,2016,456.01089058,868.72050649,1135.8118013,2233.2434159
Dallas SDA,med,1,cost,1,2017,1154.0633977,743.2100848,1249.8093876,3120.9691731
Dallas SDA,med,1,cost,1,2018,1338.0530142,558.51255878,1627.9195032,3216.635861
Dallas SDA,med,1,cost,0,2013,1771.6304938,699.47693408,781.941998,3866.5487385
Dallas SDA,med,1,cost,0,2014,3202.9491653,891.73464005,1747.8110352,5506.3504822
Dallas SDA,med,1,cost,0,2015,2221.6088954,1004.7488329,808.51193166,5466.7077824
Dallas SDA,med,1,cost,0,2016,2101.0348921,569.63732803,874.92761303,4854.6222134
Dallas SDA,med,1,cost,0,2017,1131.9849394,228.2494344,767.82546997,3262.066942
Dallas SDA,med,1,cost,0,2018,1895.1942989,469.09476071,892.0999296,4642.8566077
Dallas SDA,out,1,cnt,1,2013,1.6811594203,3.3082788671,,4.9894382874
Dallas SDA,out,1,cnt,1,2014,2.0061728395,3.6243093923,,6.7971488984
Dallas SDA,out,1,cnt,1,2015,1.8098591549,3.4926624738,,8.9691882954
Dallas SDA,out,1,cnt,1,2016,2.3128342246,3.9510703364,4.4230769231,10.987237894
Dallas SDA,out,1,cnt,1,2017,2.5946168312,2.175503191,8.2597826087,9.931523531
Dallas SDA,out,1,cnt,1,2018,2.7842246889,1.719384058,8.3257861635,11.095781067
Dallas SDA,out,1,cnt,0,2013,2.9067278287,1.9381868132,3.7205882353,12.10896693
Dallas SDA,out,1,cnt,0,2014,4.1914558741,1.1632488943,3.4057971014,10.389623161
Dallas SDA,out,1,cnt,0,2015,3.6128299854,1.4193452381,2.7124426606,11.064370853
Dallas SDA,out,1,cnt,0,2016,3.3473256601,1.3764102564,2.66,11.232654685
Dallas SDA,out,1,cnt,0,2017,2.8209388904,1.0309670409,3.3371567605,10.552896093
Dallas SDA,out,1,cnt,0,2018,3.9687253333,1.2988970136,4.3216435185,13.072187039
Dallas SDA,out,1,cost,1,2013,367.13985576,527.71641629,,894.85627204
Dallas SDA,out,1,cost,1,2014,158.89432177,629.91294718,,816.02727017
Dallas SDA,out,1,cost,1,2015,201.37593972,560.4526213,,1385.4012218
Dallas SDA,out,1,cost,1,2016,353.84635355,561.07700494,977.50869301,1797.5142437
Dallas SDA,out,1,cost,1,2017,576.55931553,393.94847934,1200.7459532,1967.5438565
Dallas SDA,out,1,cost,1,2018,658.47334855,328.26106937,1468.7578471,2200.5842963
Dallas SDA,out,1,cost,0,2013,945.10465758,535.79673865,591.55625336,2607.292487
Dallas SDA,out,1,cost,0,2014,1853.8168988,456.72058031,1298.5470156,3207.5932909
Dallas SDA,out,1,cost,0,2015,1354.9819828,542.50120747,656.19642073,3260.2889037
Dallas SDA,out,1,cost,0,2016,1070.4318456,384.69350609,739.56693143,2987.9034967
Dallas SDA,out,1,cost,0,2017,790.97790484,199.58790004,698.03399068,2318.7559383
Dallas SDA,out,1,cost,0,2018,1491.6243156,394.05591434,807.2935382,3670.0517453
El Paso SDA,ed,1,cnt,1,2013,0.1354166667,0.0308641975,,0.1662808642
El Paso SDA,ed,1,cnt,1,2014,0.1519607843,0.0555555556,0.8333333333,0.3741830065
El Paso SDA,ed,1,cnt,1,2015,0.314699793,0.0444444444,0.6287878788,1.3074775707
El Paso SDA,ed,1,cnt,1,2016,0.3349206349,0.0751633987,,1.0522408964
El Paso SDA,ed,1,cnt,1,2017,0.2796143251,0.0264227642,,1.3829601662
El Paso SDA,ed,1,cnt,1,2018,0.147311828,0.0637426901,0.0512820513,1.147311828
El Paso SDA,ed,1,cnt,0,2013,0.1201792504,0.0523883697,,0.5041679181
El Paso SDA,ed,1,cnt,0,2014,0.1016536965,0.0474474474,,0.3852152732
El Paso SDA,ed,1,cnt,0,2015,0.1038469409,0.0572925148,0.2132352941,0.5756654232
El Paso SDA,ed,1,cnt,0,2016,0.1141798942,0.0668654466,0.2039800995,0.6358193466
El Paso SDA,ed,1,cnt,0,2017,0.1177915082,0.0638663719,,0.6568511419
El Paso SDA,ed,1,cnt,0,2018,0.1422291182,0.0764246682,0.1,0.7444557186
El Paso SDA,ed,1,cost,1,2013,126.89489826,7.4913889567,,134.38628721
El Paso SDA,ed,1,cost,1,2014,44.391372868,18.669255016,638.95564192,85.437293635
El Paso SDA,ed,1,cost,1,2015,186.74530964,17.909527715,402.57317998,562.98699047
El Paso SDA,ed,1,cost,1,2016,173.14569763,44.247614493,,458.03689375
El Paso SDA,ed,1,cost,1,2017,120.58355349,9.8078455111,,565.03409411
El Paso SDA,ed,1,cost,1,2018,86.40117722,24.553157795,6.7581623599,610.85281382
El Paso SDA,ed,1,cost,0,2013,58.075964102,15.639017062,,184.50528163
El Paso SDA,ed,1,cost,0,2014,46.408125349,15.031763284,,157.08091239
El Paso SDA,ed,1,cost,0,2015,49.842324466,19.679340404,64.007084106,220.48777311
El Paso SDA,ed,1,cost,0,2016,46.162844282,25.285715883,75.242636942,210.34700041
El Paso SDA,ed,1,cost,0,2017,50.723528328,22.128860167,,261.65105365
El Paso SDA,ed,1,cost,0,2018,101.79860901,32.323644325,64.09532143,481.59563897
El Paso SDA,inp,1,cnt,1,2013,0.09375,0.0030864198,,0.0968364198
El Paso SDA,inp,1,cnt,1,2014,0.0392156863,0.0189393939,0.1025641026,0.0581550802
El Paso SDA,inp,1,cnt,1,2015,0.1014492754,0.0055555556,0.0833333333,0.2936714976
El Paso SDA,inp,1,cnt,1,2016,0.0968253968,0.0326797386,,0.2716619981
El Paso SDA,inp,1,cnt,1,2017,0.0991735537,0.0081300813,,0.1970472248
El Paso SDA,inp,1,cnt,1,2018,0.0543010753,0.0087719298,0.047008547,0.8092718355
El Paso SDA,inp,1,cnt,0,2013,0.0354426942,0.008748702,,0.1995413197
El Paso SDA,inp,1,cnt,0,2014,0.0348032858,0.007971608,,0.1710584192
El Paso SDA,inp,1,cnt,0,2015,0.0357069777,0.0102589155,0.1299019608,0.2577549559
El Paso SDA,inp,1,cnt,0,2016,0.0340740741,0.0108300775,0.1119402985,0.2394077316
El Paso SDA,inp,1,cnt,0,2017,0.0349334601,0.0120363547,,0.2489049052
El Paso SDA,inp,1,cnt,0,2018,0.0369795707,0.012295082,0.0538461538,0.2376712014
El Paso SDA,inp,1,cost,1,2013,623.72239176,26.552622854,,650.27501462
El Paso SDA,inp,1,cost,1,2014,162.25372255,114.18849876,814.71680001,276.4422213
El Paso SDA,inp,1,cost,1,2015,553.21723686,30.56466607,629.59817412,868.57936222
El Paso SDA,inp,1,cost,1,2016,593.96996588,252.46121196,,1107.7578431
El Paso SDA,inp,1,cost,1,2017,762.54702896,29.255304972,,1201.9413
El Paso SDA,inp,1,cost,1,2018,432.37495779,49.785409448,14.783419226,2586.3120159
El Paso SDA,inp,1,cost,0,2013,386.95896855,76.625238606,,1207.5398182
El Paso SDA,inp,1,cost,0,2014,445.6618571,74.575381662,,1126.435248
El Paso SDA,inp,1,cost,0,2015,438.73408133,58.040357812,329.73651994,1293.5821625
El Paso SDA,inp,1,cost,0,2016,383.66124732,93.169065135,404.80256259,1233.749848
El Paso SDA,inp,1,cost,0,2017,374.82416628,76.381564986,,1189.0310602
El Paso SDA,inp,1,cost,0,2018,300.45717533,102.72815451,221.16418088,1166.5599842
El Paso SDA,med,0,cost,1,2013,1389.2919051,123.88743883,,1513.1793439
El Paso SDA,med,0,cost,1,2014,728.65269926,385.77522943,3628.926804,1158.3979299
El Paso SDA,med,0,cost,1,2015,1265.5627467,266.82855437,2587.3364356,3297.8058989
El Paso SDA,med,0,cost,1,2016,1183.1955601,235.77107902,,6382.017427
El Paso SDA,med,0,cost,1,2017,1514.7184092,228.83987957,,3236.8421244
El Paso SDA,med,0,cost,1,2018,1090.1181049,391.18452485,1845.3481508,3522.2606388
El Paso SDA,med,0,cost,0,2013,993.0295352,179.07500245,,2395.3673038
El Paso SDA,med,0,cost,0,2014,1195.9902476,192.19469674,,2691.1858494
El Paso SDA,med,0,cost,0,2015,1437.9352026,201.0588755,841.67772665,3378.1441675
El Paso SDA,med,0,cost,0,2016,1639.8015597,333.87806872,1467.3303844,4568.3897121
El Paso SDA,med,0,cost,0,2017,1504.1583511,265.81397122,,3804.765888
El Paso SDA,med,0,cost,0,2018,1646.5285312,325.28738022,1881.1377784,3834.8912204
El Paso SDA,med,1,cost,1,2013,2051.6503992,154.57061942,,2206.2210186
El Paso SDA,med,1,cost,1,2014,646.18784542,401.03304262,3626.507656,1339.8442197
El Paso SDA,med,1,cost,1,2015,1456.6475112,202.33636087,2939.0018297,3713.9332221
El Paso SDA,med,1,cost,1,2016,1552.5566519,442.45542407,,4163.7454585
El Paso SDA,med,1,cost,1,2017,1588.093744,170.49140245,,3451.4348792
El Paso SDA,med,1,cost,1,2018,1206.0443914,393.82425175,2340.3192707,6274.9065628
El Paso SDA,med,1,cost,0,2013,989.29552384,209.9572253,,2825.5919184
El Paso SDA,med,1,cost,0,2014,1092.0126812,196.65022083,,2712.1135709
El Paso SDA,med,1,cost,0,2015,1369.2618116,221.62055361,1135.1361772,3788.0638329
El Paso SDA,med,1,cost,0,2016,1394.0746572,295.9064421,1311.6720881,3776.0110688
El Paso SDA,med,1,cost,0,2017,1351.1640304,281.02048324,,4034.3726353
El Paso SDA,med,1,cost,0,2018,1558.5254065,350.44674667,1903.20762,4397.4801768
El Paso SDA,out,1,cnt,1,2013,6.4270833333,1.0339506173,,7.4610339506
El Paso SDA,out,1,cnt,1,2014,3.8578431373,2.1174242424,7.0641025641,6.808600713
El Paso SDA,out,1,cnt,1,2015,4.1138716356,1.3277777778,6.5606060606,15.416649413
El Paso SDA,out,1,cnt,1,2016,4.0396825397,1.1862745098,,18.221055089
El Paso SDA,out,1,cnt,1,2017,4.0702479339,0.912601626,,11.051225628
El Paso SDA,out,1,cnt,1,2018,4.6182795699,2.5233918129,11.688034188,19.896057348
El Paso SDA,out,1,cnt,0,2013,2.8111986239,0.9833073728,,9.3664374988
El Paso SDA,out,1,cnt,0,2014,3.2102788586,0.9183729184,,8.9412613208
El Paso SDA,out,1,cnt,0,2015,4.0672191529,1.1685393258,4.2009803922,12.236065466
El Paso SDA,out,1,cnt,0,2016,4.4877248677,1.284015354,4.3059701493,13.349704463
El Paso SDA,out,1,cnt,0,2017,4.6150982256,1.3452059281,,14.924237134
El Paso SDA,out,1,cnt,0,2018,5.1616239979,1.419047619,6.2038461538,15.065315649
El Paso SDA,out,1,cost,1,2013,1427.9280176,128.01799468,,1555.9460123
El Paso SDA,out,1,cost,1,2014,483.93411599,286.84454548,2811.7908967,1063.4019932
El Paso SDA,out,1,cost,1,2015,903.43027985,171.77169412,2311.8837322,2845.3538574
El Paso SDA,out,1,cost,1,2016,958.58668444,189.9942153,,3055.9876174
El Paso SDA,out,1,cost,1,2017,825.54672099,141.23609686,,2252.4574525
El Paso SDA,out,1,cost,1,2018,773.6694366,344.03884172,2325.5358589,3688.5944564
El Paso SDA,out,1,cost,0,2013,602.58211689,133.41128933,,1618.6708884
El Paso SDA,out,1,cost,0,2014,646.58620269,122.1842131,,1586.4266648
El Paso SDA,out,1,cost,0,2015,931.06565813,163.71168342,805.39965583,2495.2813091
El Paso SDA,out,1,cost,0,2016,1011.5699768,202.8627165,906.86951908,2543.9057179
El Paso SDA,out,1,cost,0,2017,976.5810914,204.72898038,,2846.1995556
El Paso SDA,out,1,cost,0,2018,1258.735827,247.81557727,1682.04343,3231.7599759
Harris SDA,ed,1,cnt,1,2013,0.2996723265,0.0860730594,0.2211864407,0.9701470952
Harris SDA,ed,1,cnt,1,2014,0.2232384824,0.0827900913,0.3053763441,0.9766634943
Harris SDA,ed,1,cnt,1,2015,0.2390804598,0.0735202492,0.2885572139,0.849637746
Harris SDA,ed,1,cnt,1,2016,0.2027194067,0.081300813,0.1075,0.857978553
Harris SDA,ed,1,cnt,1,2017,0.211225997,0.0718954248,0.0759180791,0.8177734982
Harris SDA,ed,1,cnt,1,2018,0.191681736,0.0906509393,0.1045597484,0.821101314
Harris SDA,ed,1,cnt,0,2013,0.1389056326,0.0578248133,0.1221616712,0.5894496867
Harris SDA,ed,1,cnt,0,2014,0.113434136,0.0481257119,0.0877192982,0.4780582834
Harris SDA,ed,1,cnt,0,2015,0.1437463386,0.0543005671,0.1393110436,0.5772928501
Harris SDA,ed,1,cnt,0,2016,0.1255781395,0.0673497121,0.1496423462,0.5801756661
Harris SDA,ed,1,cnt,0,2017,0.1212486926,0.0662339368,0.1462465109,0.588885025
Harris SDA,ed,1,cnt,0,2018,0.1224254408,0.0724355407,0.1483878292,0.5846332808
Harris SDA,ed,1,cost,1,2013,179.42399019,46.412652767,230.14368559,735.54526696
Harris SDA,ed,1,cost,1,2014,134.92958189,44.166142792,220.18765536,617.60663243
Harris SDA,ed,1,cost,1,2015,128.89821331,36.345887832,227.02077428,422.1603534
Harris SDA,ed,1,cost,1,2016,104.50824468,44.994102298,9.3323000033,399.12893079
Harris SDA,ed,1,cost,1,2017,127.67257493,41.68255377,9.7647527916,376.84226971
Harris SDA,ed,1,cost,1,2018,141.2357365,67.411782766,24.817940048,512.02692141
Harris SDA,ed,1,cost,0,2013,82.29643556,27.801386543,57.442252692,314.32997895
Harris SDA,ed,1,cost,0,2014,63.145113823,24.265160028,100.13833099,262.95187056
Harris SDA,ed,1,cost,0,2015,83.102349865,28.118700583,69.927067534,347.63090949
Harris SDA,ed,1,cost,0,2016,83.63323685,45.311005913,87.861689683,381.52725507
Harris SDA,ed,1,cost,0,2017,91.263399738,50.330906796,94.084816988,401.09417045
Harris SDA,ed,1,cost,0,2018,142.40819684,65.791775449,112.44262406,482.93844153
Harris SDA,inp,1,cnt,1,2013,0.136282395,0.0856164384,0.095480226,0.3330099445
Harris SDA,inp,1,cnt,1,2014,0.1046747967,0.0893089961,0.0752688172,0.382119731
Harris SDA,inp,1,cnt,1,2015,0.0896551724,0.0757009346,0.0771144279,0.3412820329
Harris SDA,inp,1,cnt,1,2016,0.0964153276,0.0691056911,0.0391666667,0.273854352
Harris SDA,inp,1,cnt,1,2017,0.101427868,0.0707282913,0.0271892655,0.3656887071
Harris SDA,inp,1,cnt,1,2018,0.1053345389,0.0537352556,0.0259433962,0.388639299
Harris SDA,inp,1,cnt,0,2013,0.0400174134,0.004187812,0.0626702997,0.2202718298
Harris SDA,inp,1,cnt,0,2014,0.0353120528,0.0050999275,0.0438596491,0.1948271181
Harris SDA,inp,1,cnt,0,2015,0.0442052334,0.006758034,0.1038500507,0.2254996778
Harris SDA,inp,1,cnt,0,2016,0.0379259481,0.0067732361,0.0540772532,0.2315824808
Harris SDA,inp,1,cnt,0,2017,0.0388003862,0.0071367587,0.0458351697,0.2300562475
Harris SDA,inp,1,cnt,0,2018,0.0301944307,0.0054720831,0.0442211626,0.1880449552
Harris SDA,inp,1,cost,1,2013,744.50313996,576.98420467,803.66324134,1754.6719194
Harris SDA,inp,1,cost,1,2014,537.37127158,611.39935419,678.95711692,2509.1114121
Harris SDA,inp,1,cost,1,2015,489.65473606,513.88285252,579.57002044,1341.0805138
Harris SDA,inp,1,cost,1,2016,540.58084295,544.21504059,16.419283342,1359.4076769
Harris SDA,inp,1,cost,1,2017,683.55106909,510.22979245,13.20486568,1713.6338341
Harris SDA,inp,1,cost,1,2018,690.31584917,384.16676985,19.747090903,2001.0814787
Harris SDA,inp,1,cost,0,2013,401.09442867,41.516302996,180.51632144,1515.5038086
Harris SDA,inp,1,cost,0,2014,355.28090894,55.875834703,329.12220673,1460.2876244
Harris SDA,inp,1,cost,0,2015,341.52773959,53.38485801,290.84163584,1159.9931561
Harris SDA,inp,1,cost,0,2016,651.65159202,124.95091552,280.22595517,1576.4705005
Harris SDA,inp,1,cost,0,2017,610.80497165,126.8263469,245.33943273,1525.4682746
Harris SDA,inp,1,cost,0,2018,526.12366496,95.574639019,194.4319104,1367.4817148
Harris SDA,med,0,cost,1,2013,1126.2783725,805.99804977,2560.4838067,3408.0533187
Harris SDA,med,0,cost,1,2014,833.69672405,704.03110491,2430.0593802,5125.0049351
Harris SDA,med,0,cost,1,2015,902.89361743,800.31820423,1744.8336465,3249.3575633
Harris SDA,med,0,cost,1,2016,872.70407076,774.83526202,894.08186423,4150.3649454
Harris SDA,med,0,cost,1,2017,892.44715446,792.2199515,705.27788953,3815.909747
Harris SDA,med,0,cost,1,2018,1011.863172,895.58990298,875.05535282,4277.3109652
Harris SDA,med,0,cost,0,2013,1097.8368587,235.10580808,758.31941114,2991.7261349
Harris SDA,med,0,cost,0,2014,1082.4026993,295.13008082,680.70569724,3080.2744103
Harris SDA,med,0,cost,0,2015,1109.2582121,259.01937537,923.82385233,3100.8647123
Harris SDA,med,0,cost,0,2016,2225.2045753,364.15817229,816.98091744,4280.498381
Harris SDA,med,0,cost,0,2017,2146.8137402,360.45205018,996.81900358,4365.0795038
Harris SDA,med,0,cost,0,2018,2379.8915492,358.45975458,1003.3207109,4532.1265882
Harris SDA,med,1,cost,1,2013,1401.2160058,1018.4617401,2261.3889966,3770.3606443
Harris SDA,med,1,cost,1,2014,1065.9642312,1046.7075628,1772.2745639,4865.7629439
Harris SDA,med,1,cost,1,2015,982.80728682,1011.8209809,1918.3893644,3720.3147926
Harris SDA,med,1,cost,1,2016,1043.6112918,966.20445687,1183.8505688,4490.5978728
Harris SDA,med,1,cost,1,2017,1264.2443901,959.45172959,982.38736894,4154.5256987
Harris SDA,med,1,cost,1,2018,1362.8469544,919.43744793,1173.6823137,5156.9588387
Harris SDA,med,1,cost,0,2013,998.59621453,242.54030347,731.47313437,3421.9913958
Harris SDA,med,1,cost,0,2014,884.71170999,280.91406133,827.48465999,3141.71014
Harris SDA,med,1,cost,0,2015,1047.7347709,289.49011624,1110.5303268,3325.8465767
Harris SDA,med,1,cost,0,2016,1930.4467225,449.93868932,986.11161816,4480.9168033
Harris SDA,med,1,cost,0,2017,1871.4449903,456.33944449,1024.689038,4463.9423871
Harris SDA,med,1,cost,0,2018,2173.0506844,462.47427608,1021.5671982,4943.1756433
Harris SDA,out,1,cnt,1,2013,2.8981233244,3.3401826484,4.3935028249,10.231895716
Harris SDA,out,1,cnt,1,2014,2.5682588076,3.2283789657,3.7494623656,11.50359748
Harris SDA,out,1,cnt,1,2015,2.4574712644,3.5619937695,5.4726368159,13.172242812
Harris SDA,out,1,cnt,1,2016,2.7200247219,2.9766260163,5.6608333333,13.035192405
Harris SDA,out,1,cnt,1,2017,2.6514032496,3.3480392157,4.8354519774,12.621917213
Harris SDA,out,1,cnt,1,2018,2.7534659433,3.1666666667,6.3553459119,14.731989272
Harris SDA,out,1,cnt,0,2013,2.3415377403,0.9960391138,3.0435967302,8.4595440527
Harris SDA,out,1,cnt,0,2014,2.1078028747,1.0495495495,2.298245614,7.5142419182
Harris SDA,out,1,cnt,0,2015,2.5807947666,1.1744959042,3.3698074975,9.0539665939
Harris SDA,out,1,cnt,0,2016,3.7352183805,1.2274219504,2.5886981402,10.1998565
Harris SDA,out,1,cnt,0,2017,3.4624969829,1.2222720871,2.8514029675,10.003341576
Harris SDA,out,1,cnt,0,2018,3.9187922228,1.2192037234,3.0261693915,10.564071814
Harris SDA,out,1,cost,1,2013,660.53374154,445.64546627,1459.3987977,2025.220301
Harris SDA,out,1,cost,1,2014,530.88425587,440.46168432,1093.947713,2364.3051164
Harris SDA,out,1,cost,1,2015,494.54745306,504.59235649,1338.8193462,2387.2834194
Harris SDA,out,1,cost,1,2016,505.52654877,425.01123344,1167.4312843,3137.7777085
Harris SDA,out,1,cost,1,2017,582.8340123,451.86246753,969.18250375,2445.6730659
Harris SDA,out,1,cost,1,2018,673.98184605,536.54341642,1153.9352222,3158.8977671
Harris SDA,out,1,cost,0,2013,598.05663487,201.11187124,552.22629248,1907.62776
Harris SDA,out,1,cost,0,2014,530.07908664,225.19230235,507.12306802,1684.5500919
Harris SDA,out,1,cost,0,2015,706.77135781,236.41421029,821.00780819,2168.3011508
Harris SDA,out,1,cost,0,2016,1279.3217869,325.1207638,706.17516895,2905.9136562
Harris SDA,out,1,cost,0,2017,1261.1746954,329.59931049,779.59040904,2939.7451755
Harris SDA,out,1,cost,0,2018,1647.2274499,366.96648586,827.35677218,3576.8008977
Hidalgo SDA,ed,1,cnt,1,2013,0.092379386,0.0413533835,,0.4538908722
Hidalgo SDA,ed,1,cnt,1,2014,0.0903263403,0.0545798898,0.1238738739,0.966810992
Hidalgo SDA,ed,1,cnt,1,2015,0.1209150327,0.0584335492,0.0498955068,0.9246917191
Hidalgo SDA,ed,1,cnt,1,2016,0.1114543115,0.0605048255,0.0690435767,0.6680250708
Hidalgo SDA,ed,1,cnt,1,2017,0.1065852003,0.0570747877,0.0636113805,0.5328533338
Hidalgo SDA,ed,1,cnt,1,2018,0.1127292341,0.0569276581,0.0683526012,0.8522863542
Hidalgo SDA,ed,1,cnt,0,2013,0.0603816219,0.0408187695,0.1575757576,0.3920266355
Hidalgo SDA,ed,1,cnt,0,2014,0.0589085072,0.0376909592,0.0577458256,0.3022708951
Hidalgo SDA,ed,1,cnt,0,2015,0.0883695544,0.0598078197,0.0599631768,0.5339054931
Hidalgo SDA,ed,1,cnt,0,2016,0.089090065,0.0577244508,0.0624498364,0.5180921229
Hidalgo SDA,ed,1,cnt,0,2017,0.089640884,0.0587390762,0.0658989123,0.5647705626
Hidalgo SDA,ed,1,cnt,0,2018,0.1029950442,0.0640754451,0.0611784412,0.5629489476
Hidalgo SDA,ed,1,cost,1,2013,44.020740245,17.021639554,,153.24644453
Hidalgo SDA,ed,1,cost,1,2014,46.549236763,22.146943902,19.145045457,544.86218677
Hidalgo SDA,ed,1,cost,1,2015,57.163418975,27.493420997,7.1363349142,302.90697988
