SDA,type,post,meas,treat,sfy,rgrp4,rgrp3,rgrp6,tot_tvst
MRSA Central,ed,1,cost,0,2018,103.99587518,37.847857395,77.222815111,335.71944544
MRSA Central,inp,1,cnt,1,2013,0.0401234568,0.0280898876,,0.1715466778
MRSA Central,inp,1,cnt,1,2014,0.0467141726,0.0470183486,,0.2286531561
MRSA Central,inp,1,cnt,1,2015,0.0405982906,0.0425790754,,0.1803995882
MRSA Central,inp,1,cnt,1,2016,0.0446317104,0.0433839479,,0.211753032
MRSA Central,inp,1,cnt,1,2017,0.0578413834,0.0443722944,,0.2514108232
MRSA Central,inp,1,cnt,1,2018,0.0507407407,0.033887862,0.0185185185,0.1633323064
MRSA Central,inp,1,cnt,0,2013,0.0348594378,0.0165553701,0.0196078431,0.2320870057
MRSA Central,inp,1,cnt,0,2014,0.0320006581,0.0110578204,0.0980392157,0.1891821115
MRSA Central,inp,1,cnt,0,2015,0.0372042024,0.0062925489,0.125,0.2063706747
MRSA Central,inp,1,cnt,0,2016,0.03612571,0.0060873415,0.0284090909,0.2128420918
MRSA Central,inp,1,cnt,0,2017,0.038182697,0.0106718634,0.1047619048,0.2263621994
MRSA Central,inp,1,cnt,0,2018,0.03166826,0.0053802886,0.0432900433,0.1793626653
MRSA Central,inp,1,cost,1,2013,189.97072893,178.54901129,,687.71065005
MRSA Central,inp,1,cost,1,2014,224.77792586,271.91952307,,632.50459055
MRSA Central,inp,1,cost,1,2015,187.3301196,205.52257301,,607.66566539
MRSA Central,inp,1,cost,1,2016,196.57543781,268.83180382,,807.18992982
MRSA Central,inp,1,cost,1,2017,362.4203286,269.96951583,,1326.8638574
MRSA Central,inp,1,cost,1,2018,359.81551688,219.55789338,4.0468518292,1056.8372571
MRSA Central,inp,1,cost,0,2013,281.61895299,142.73393841,8.4636272356,1052.3705627
MRSA Central,inp,1,cost,0,2014,231.10961496,137.89905766,674.59500691,974.74660528
MRSA Central,inp,1,cost,0,2015,214.93735929,56.666555095,283.69422259,765.07998453
MRSA Central,inp,1,cost,0,2016,311.22895343,51.61475094,42.54386308,984.55905207
MRSA Central,inp,1,cost,0,2017,535.12303443,202.46470096,544.99729219,1439.3485362
MRSA Central,inp,1,cost,0,2018,263.22973531,82.035156967,256.45123196,943.56258255
MRSA Central,med,0,cost,1,2013,560.26103694,465.79265878,,2955.3641481
MRSA Central,med,0,cost,1,2014,583.09322026,583.01004442,,3003.7018977
MRSA Central,med,0,cost,1,2015,500.73616992,506.64128423,,2571.7590877
MRSA Central,med,0,cost,1,2016,561.08957074,430.90177234,,2751.0508548
MRSA Central,med,0,cost,1,2017,716.55730628,486.78590965,,3097.2581544
MRSA Central,med,0,cost,1,2018,842.2312414,573.16635223,465.93963351,5082.7889214
MRSA Central,med,0,cost,0,2013,936.8840309,376.54187356,325.3640064,2191.1973059
MRSA Central,med,0,cost,0,2014,993.85631016,371.67754811,256.8997045,2386.0261507
MRSA Central,med,0,cost,0,2015,800.23234237,249.30154378,269.5930823,1968.9270647
MRSA Central,med,0,cost,0,2016,984.88918231,243.24391945,713.04439079,2452.9988926
MRSA Central,med,0,cost,0,2017,1507.671253,467.24263027,1098.4409892,3537.4839398
MRSA Central,med,0,cost,0,2018,1370.6311722,308.86249058,805.48008983,3044.348096
MRSA Central,med,1,cost,1,2013,536.45140671,481.79733534,,2348.6247619
MRSA Central,med,1,cost,1,2014,578.81713258,623.36640152,,1948.1025885
MRSA Central,med,1,cost,1,2015,539.87926491,533.99456354,,3037.1159258
MRSA Central,med,1,cost,1,2016,601.57955981,615.5074408,,2736.7798399
MRSA Central,med,1,cost,1,2017,914.60226531,641.88726887,,3663.7017263
MRSA Central,med,1,cost,1,2018,920.27994781,628.07522256,697.3661013,3521.3102878
MRSA Central,med,1,cost,0,2013,803.03884212,432.14183697,158.94048672,2516.7955639
MRSA Central,med,1,cost,0,2014,712.82525474,395.43729347,812.30618002,2260.4570564
MRSA Central,med,1,cost,0,2015,770.75527158,258.62263641,527.35224917,2361.291991
MRSA Central,med,1,cost,0,2016,969.63289297,261.48777549,727.19744259,2738.2379001
MRSA Central,med,1,cost,0,2017,1399.7153976,545.03744759,1162.0449032,3708.1617539
MRSA Central,med,1,cost,0,2018,1245.741967,383.04050039,697.18450256,3341.0759021
MRSA Central,out,1,cnt,1,2013,2.6522633745,2.6212546816,,11.943518056
MRSA Central,out,1,cnt,1,2014,2.5973871734,2.7840214067,,10.936964136
MRSA Central,out,1,cnt,1,2015,2.5195360195,2.5296025953,,12.740805281
MRSA Central,out,1,cnt,1,2016,2.7144194757,2.6738973247,,12.990589528
MRSA Central,out,1,cnt,1,2017,2.8369111509,2.7139249639,,16.164499511
MRSA Central,out,1,cnt,1,2018,3.097037037,2.887861984,8.3518518519,14.146094307
MRSA Central,out,1,cnt,0,2013,2.553253012,1.5716471898,2.5,9.2155806257
MRSA Central,out,1,cnt,0,2014,2.3422178348,1.3339994671,2.0490196078,7.8954565224
MRSA Central,out,1,cnt,0,2015,2.62375051,1.1636999563,2.3333333333,8.9868919851
MRSA Central,out,1,cnt,0,2016,2.7808833678,1.2214053063,2.5132575758,9.1875421407
MRSA Central,out,1,cnt,0,2017,3.3629772837,1.4948960653,2.7476190476,11.362486902
MRSA Central,out,1,cnt,0,2018,3.4389141173,1.3071533382,3.0043290043,10.662734978
MRSA Central,out,1,cost,1,2013,347.90530356,303.30161512,,1662.3920244
MRSA Central,out,1,cost,1,2014,355.48174375,352.9725804,,1318.5662364
MRSA Central,out,1,cost,1,2015,353.5729558,329.88641945,,2431.8884946
MRSA Central,out,1,cost,1,2016,405.61878028,348.43603013,,1931.9649581
MRSA Central,out,1,cost,1,2017,554.83676141,372.59339777,,2340.8847489
MRSA Central,out,1,cost,1,2018,561.22661794,410.29877576,693.31925343,2467.0166715
MRSA Central,out,1,cost,0,2013,521.78845677,289.84329095,150.47686128,1466.2609801
MRSA Central,out,1,cost,0,2014,482.18789661,257.53823598,137.71117655,1286.4220698
MRSA Central,out,1,cost,0,2015,556.00608155,202.00324828,243.65802769,1596.4821878
MRSA Central,out,1,cost,0,2016,658.44889229,209.8971028,684.65358016,1753.9046328
MRSA Central,out,1,cost,0,2017,864.9729342,342.91779667,617.04760785,2269.6235432
MRSA Central,out,1,cost,0,2018,982.83924311,301.04875841,440.73326641,2397.9408206
MRSA Northeast,ed,1,cnt,1,2013,0.1749019608,0.1195555556,,1.1332256323
MRSA Northeast,ed,1,cnt,1,2014,0.1579572447,0.1073446328,,0.5264129885
MRSA Northeast,ed,1,cnt,1,2015,0.2222222222,0.0831600832,,1.4653212766
MRSA Northeast,ed,1,cnt,1,2016,0.2147928994,0.0854092527,,0.863398337
MRSA Northeast,ed,1,cnt,1,2017,0.2214650767,0.1084229391,0.3333333333,0.9109230527
MRSA Northeast,ed,1,cnt,1,2018,0.2421840599,0.1050399202,0.2083333333,0.9740051644
MRSA Northeast,ed,1,cnt,0,2013,0.1722617837,0.1315996848,0.1666666667,0.7599191382
MRSA Northeast,ed,1,cnt,0,2014,0.1305026538,0.0868888889,,0.6025243039
MRSA Northeast,ed,1,cnt,0,2015,0.1681155602,0.108972446,0.1245098039,0.7795889908
MRSA Northeast,ed,1,cnt,0,2016,0.1874859582,0.1113685932,0.1954022989,0.8187927991
MRSA Northeast,ed,1,cnt,0,2017,0.1855641074,0.104044477,0.2120315582,0.7751116052
MRSA Northeast,ed,1,cnt,0,2018,0.1971071396,0.1275752773,0.1541353383,0.8282359139
MRSA Northeast,ed,1,cost,1,2013,55.419552901,46.934040354,,382.89948489
MRSA Northeast,ed,1,cost,1,2014,50.270756082,29.372577574,,143.35466634
MRSA Northeast,ed,1,cost,1,2015,87.084783591,34.255246229,,546.52205297
MRSA Northeast,ed,1,cost,1,2016,71.042781011,28.154691542,,294.75180068
MRSA Northeast,ed,1,cost,1,2017,86.145011268,46.505421211,195.01704935,284.12849286
MRSA Northeast,ed,1,cost,1,2018,121.1767571,53.146821705,121.3103484,395.99930927
MRSA Northeast,ed,1,cost,0,2013,56.307986941,34.488435903,14.641388708,239.26448384
MRSA Northeast,ed,1,cost,0,2014,46.394483817,43.732673511,,211.72576193
MRSA Northeast,ed,1,cost,0,2015,64.399188604,44.467224323,16.764558821,258.47522505
MRSA Northeast,ed,1,cost,0,2016,70.432498632,38.736700328,84.712931675,278.70207899
MRSA Northeast,ed,1,cost,0,2017,81.937163075,36.488181276,72.281370723,272.95232433
MRSA Northeast,ed,1,cost,0,2018,134.77917605,77.427587654,46.935313485,416.19180383
MRSA Northeast,inp,1,cnt,1,2013,0.0396078431,0.0217777778,,0.1809508383
MRSA Northeast,inp,1,cnt,1,2014,0.0447347585,0.0183615819,,0.1075407849
MRSA Northeast,inp,1,cnt,1,2015,0.0420054201,0.0232155232,,0.2434685457
MRSA Northeast,inp,1,cnt,1,2016,0.0374753452,0.0195729537,,0.181491351
MRSA Northeast,inp,1,cnt,1,2017,0.0354911982,0.0170250896,0.0512820513,0.2906658646
MRSA Northeast,inp,1,cnt,1,2018,0.0372082783,0.0214570858,0.0208333333,0.2895996252
MRSA Northeast,inp,1,cnt,0,2013,0.0311970159,0.0135277121,0.1111111111,0.1838778875
MRSA Northeast,inp,1,cnt,0,2014,0.0264335519,0.0188888889,,0.1775424078
MRSA Northeast,inp,1,cnt,0,2015,0.0292852125,0.0101959614,0.0617647059,0.2246934651
MRSA Northeast,inp,1,cnt,0,2016,0.0301804838,0.0087241003,0.0114942529,0.2241668203
MRSA Northeast,inp,1,cnt,0,2017,0.0354170578,0.0073313783,0.0611439842,0.2118010554
MRSA Northeast,inp,1,cnt,0,2018,0.0327421247,0.0069283595,0.0576441103,0.1880024171
MRSA Northeast,inp,1,cost,1,2013,190.35728305,135.5513466,,750.96921235
MRSA Northeast,inp,1,cost,1,2014,330.61210387,136.64380667,,751.53029771
MRSA Northeast,inp,1,cost,1,2015,231.79972033,174.14325677,,2194.6749902
MRSA Northeast,inp,1,cost,1,2016,189.21518665,124.79512692,,530.38457719
MRSA Northeast,inp,1,cost,1,2017,209.18203282,132.88484182,160.68923031,737.45919669
MRSA Northeast,inp,1,cost,1,2018,273.00887103,214.15758345,36.870415423,1335.5708926
MRSA Northeast,inp,1,cost,0,2013,213.05351318,124.26178944,68.72444386,1013.8955376
MRSA Northeast,inp,1,cost,0,2014,303.08092316,372.70298606,,1451.0545352
MRSA Northeast,inp,1,cost,0,2015,312.11416755,260.07418389,69.449205097,1101.3617835
MRSA Northeast,inp,1,cost,0,2016,261.67635474,120.01647323,1.9601148737,966.58829887
MRSA Northeast,inp,1,cost,0,2017,316.79731531,85.829096113,79.996902836,930.06099784
MRSA Northeast,inp,1,cost,0,2018,360.71817486,110.34525816,199.7056643,963.42311597
MRSA Northeast,med,0,cost,1,2013,501.09107619,380.59957133,,2676.488241
MRSA Northeast,med,0,cost,1,2014,498.11562917,479.32856862,,2116.7810108
MRSA Northeast,med,0,cost,1,2015,497.44522319,355.08208722,,3038.5812204
MRSA Northeast,med,0,cost,1,2016,597.96332061,361.5357868,,2669.490308
MRSA Northeast,med,0,cost,1,2017,604.77855662,371.69383878,914.15407973,3340.2275573
MRSA Northeast,med,0,cost,1,2018,841.22815267,468.45399631,1650.4801228,4499.6689692
MRSA Northeast,med,0,cost,0,2013,583.38637511,238.69518723,45.908610556,1810.9942713
MRSA Northeast,med,0,cost,0,2014,1184.8099585,665.68336798,,2825.7729145
MRSA Northeast,med,0,cost,0,2015,1126.7097861,536.46136128,214.34602691,2663.5036262
MRSA Northeast,med,0,cost,0,2016,889.67533415,334.36684357,927.31075324,2637.5045094
MRSA Northeast,med,0,cost,0,2017,1086.8007366,300.06385305,926.97440874,2892.7904925
MRSA Northeast,med,0,cost,0,2018,1817.6539964,441.84429585,1002.2179084,3735.0351372
MRSA Northeast,med,1,cost,1,2013,489.24680377,426.60881739,,1987.8862385
MRSA Northeast,med,1,cost,1,2014,733.40579858,480.16453561,,1967.1219448
MRSA Northeast,med,1,cost,1,2015,632.66517513,469.39208931,,4411.4820322
MRSA Northeast,med,1,cost,1,2016,604.31913512,422.91057283,,2613.3392298
MRSA Northeast,med,1,cost,1,2017,724.56676046,447.62639788,1285.2203807,3101.9984084
MRSA Northeast,med,1,cost,1,2018,946.43681646,589.37333689,1682.5266724,4217.6863353
MRSA Northeast,med,1,cost,0,2013,521.4369201,325.35297534,239.97888819,2092.4697191
MRSA Northeast,med,1,cost,0,2014,916.47928636,744.90191999,,2921.9027722
MRSA Northeast,med,1,cost,0,2015,1014.6789118,611.00847706,525.19903699,3093.5335251
MRSA Northeast,med,1,cost,0,2016,871.51100468,379.79585151,628.26988768,2960.5778983
MRSA Northeast,med,1,cost,0,2017,1171.2018233,333.17949724,875.94266188,3152.8140061
MRSA Northeast,med,1,cost,0,2018,1752.7311061,504.70489475,1115.9461558,4118.7399651
MRSA Northeast,out,1,cnt,1,2013,2.2874509804,2.2817777778,,10.148938903
MRSA Northeast,out,1,cnt,1,2014,2.5023752969,2.178319209,,10.258472284
MRSA Northeast,out,1,cnt,1,2015,2.4013098464,2.0817740818,,12.863176924
MRSA Northeast,out,1,cnt,1,2016,2.4222879684,2.3244365362,,12.822765301
MRSA Northeast,out,1,cnt,1,2017,2.6152754117,2.3802270012,5.5128205128,13.816117435
MRSA Northeast,out,1,cnt,1,2018,2.8000880669,2.380489022,7.8125,13.031348996
MRSA Northeast,out,1,cnt,0,2013,2.019667684,1.3071972682,2.3055555556,7.9569888657
MRSA Northeast,out,1,cnt,0,2014,2.4282963888,1.4116666667,,7.8652823471
MRSA Northeast,out,1,cnt,0,2015,2.7347207587,1.3642693723,2.9333333333,10.214678082
MRSA Northeast,out,1,cnt,0,2016,2.6488804014,1.2189203926,3.6034482759,9.9487698431
MRSA Northeast,out,1,cnt,0,2017,2.8976284338,1.2805168622,4.090729783,10.194313505
MRSA Northeast,out,1,cnt,0,2018,3.3222312483,1.3265065626,3.7368421053,10.509403241
MRSA Northeast,out,1,cost,1,2013,299.89640767,291.61551533,,1240.3175545
MRSA Northeast,out,1,cost,1,2014,403.5128657,344.47495913,,1217.265051
MRSA Northeast,out,1,cost,1,2015,401.27322356,296.17591768,,2218.6979812
MRSA Northeast,out,1,cost,1,2016,415.73285836,298.46213215,,2085.2317827
MRSA Northeast,out,1,cost,1,2017,515.86439272,315.54275407,1124.5311404,2368.8585287
MRSA Northeast,out,1,cost,1,2018,674.10650647,376.91835895,1645.65625,2884.4966012
MRSA Northeast,out,1,cost,0,2013,308.76912556,201.75451928,171.25444582,1079.8912186
MRSA Northeast,out,1,cost,0,2014,613.80201845,372.61808131,,1472.9809718
MRSA Northeast,out,1,cost,0,2015,702.84871018,351.08595091,455.80813665,1992.7399848
MRSA Northeast,out,1,cost,0,2016,610.25804964,259.93784621,626.30977275,1994.6315272
MRSA Northeast,out,1,cost,0,2017,854.64294876,247.40222328,797.27601548,2223.2879507
MRSA Northeast,out,1,cost,0,2018,1392.2011433,394.53626432,916.24048938,3155.8992255
MRSA West,ed,1,cnt,1,2013,0.1943034405,0.065607172,,1.0247754773
MRSA West,ed,1,cnt,1,2014,0.2278851787,0.091796875,0.1041666667,1.2379827073
MRSA West,ed,1,cnt,1,2015,0.1833092137,0.0672557683,0.2272727273,0.837594122
MRSA West,ed,1,cnt,1,2016,0.1752699055,0.0731601732,0.0918367347,0.9149626072
MRSA West,ed,1,cnt,1,2017,0.2009569378,0.0782664942,0.0811403509,0.7077948605
MRSA West,ed,1,cnt,1,2018,0.1850590372,0.0775997487,0.1036204744,0.6860350114
MRSA West,ed,1,cnt,0,2013,0.1264954258,0.1367535288,0.1527777778,0.6307646916
MRSA West,ed,1,cnt,0,2014,0.1160097324,0.0822443476,0.1102941176,0.4856278837
MRSA West,ed,1,cnt,0,2015,0.1680486457,0.114957049,0.1472868217,0.7198162722
MRSA West,ed,1,cnt,0,2016,0.168329421,0.1179521876,0.1401869159,0.7602152388
MRSA West,ed,1,cnt,0,2017,0.1811723574,0.0970528455,0.1201814059,0.725170833
MRSA West,ed,1,cnt,0,2018,0.1562711101,0.0991136747,0.1104014599,0.6946500375
MRSA West,ed,1,cost,1,2013,52.599179351,20.731132883,,462.60791528
MRSA West,ed,1,cost,1,2014,64.243564539,34.902353499,77.42499876,605.53808138
MRSA West,ed,1,cost,1,2015,60.953487594,24.640407421,48.330304001,266.82872034
MRSA West,ed,1,cost,1,2016,55.550266686,25.908456747,77.703741573,306.98576271
MRSA West,ed,1,cost,1,2017,75.915427977,33.29728123,16.603333511,277.08366174
MRSA West,ed,1,cost,1,2018,88.921296668,29.566577066,20.699825315,373.54171441
MRSA West,ed,1,cost,0,2013,32.812498776,39.241225317,41.073194551,197.09662373
MRSA West,ed,1,cost,0,2014,36.092138263,27.18333279,33.986593799,153.83456748
MRSA West,ed,1,cost,0,2015,53.725779356,39.589425967,36.307200162,234.48869484
MRSA West,ed,1,cost,0,2016,66.040372159,53.997489426,26.155576197,302.38789934
MRSA West,ed,1,cost,0,2017,74.964117081,42.611030915,19.560753972,295.76651225
MRSA West,ed,1,cost,0,2018,93.937924992,49.640688257,28.156456694,391.80354488
MRSA West,inp,1,cnt,1,2013,0.0366610265,0.0244498778,,0.4291289223
MRSA West,inp,1,cnt,1,2014,0.0407147042,0.0283203125,0.1041666667,0.208740899
MRSA West,inp,1,cnt,1,2015,0.0347322721,0.0218458517,0.1212121212,0.1894968634
MRSA West,inp,1,cnt,1,2016,0.0384615385,0.0242424242,0.037414966,0.2972892522
MRSA West,inp,1,cnt,1,2017,0.0435938331,0.0211297973,0.0087719298,0.1717077574
MRSA West,inp,1,cnt,1,2018,0.0481380563,0.0166509582,0.0268414482,0.1788208773
MRSA West,inp,1,cnt,0,2013,0.0268003753,0.0090662324,0.0347222222,0.1838787338
MRSA West,inp,1,cnt,0,2014,0.0261800487,0.0059116366,0.0710784314,0.1683932411
MRSA West,inp,1,cnt,0,2015,0.0342177999,0.0080006737,0.0784883721,0.2017486143
MRSA West,inp,1,cnt,0,2016,0.0386834898,0.0090663058,0.0560747664,0.2268538961
MRSA West,inp,1,cnt,0,2017,0.0368221379,0.0074525745,0.0470521542,0.219555476
MRSA West,inp,1,cnt,0,2018,0.030023268,0.0061433127,0.0319343066,0.1790694633
MRSA West,inp,1,cost,1,2013,179.12729119,154.86842711,,1285.1601252
MRSA West,inp,1,cost,1,2014,206.86891361,170.56966233,382.77480062,948.45616483
MRSA West,inp,1,cost,1,2015,191.20451781,165.89475107,23.117879232,805.72544072
MRSA West,inp,1,cost,1,2016,153.59836016,132.42807931,151.47775658,1099.3070492
MRSA West,inp,1,cost,1,2017,220.80836057,115.69786574,3.3787280635,737.12259719
MRSA West,inp,1,cost,1,2018,283.71378181,107.46337279,18.867765151,1175.782839
MRSA West,inp,1,cost,0,2013,183.36247585,162.17461361,100.7823587,1227.1206371
MRSA West,inp,1,cost,0,2014,234.21366005,103.14196608,146.06845809,1101.7386976
MRSA West,inp,1,cost,0,2015,279.12209301,94.197114557,140.24534976,1098.5271809
MRSA West,inp,1,cost,0,2016,321.44044832,153.82037872,56.103567581,1259.8658695
MRSA West,inp,1,cost,0,2017,292.32645883,131.64710538,31.749008082,1198.4977293
MRSA West,inp,1,cost,0,2018,271.06310419,100.7765938,38.052566994,1242.816825
MRSA West,med,0,cost,1,2013,426.4184411,396.8950569,,1546.9183931
MRSA West,med,0,cost,1,2014,562.17777101,362.41174169,1490.8214515,2005.0294179
MRSA West,med,0,cost,1,2015,558.05845071,359.56923207,1029.9284925,2381.9601169
MRSA West,med,0,cost,1,2016,402.89075661,345.3062629,518.57612014,2645.6838587
MRSA West,med,0,cost,1,2017,662.99878972,328.4126276,1138.8166318,2870.9116667
MRSA West,med,0,cost,1,2018,904.40227251,370.35327103,985.18636788,3534.8664683
MRSA West,med,0,cost,0,2013,800.16402196,223.51469386,549.14193646,2056.2642077
MRSA West,med,0,cost,0,2014,871.56254098,308.22515104,156.77602946,2071.7329249
MRSA West,med,0,cost,0,2015,937.87295609,277.81877139,246.27803518,2338.2828748
MRSA West,med,0,cost,0,2016,1063.1547995,258.78414302,582.20604722,2789.9823138
MRSA West,med,0,cost,0,2017,1133.2540203,346.75679823,716.23025433,2931.7276114
MRSA West,med,0,cost,0,2018,1332.3700295,300.72508398,761.5016961,3276.1843045
MRSA West,med,1,cost,1,2013,449.45498634,471.78906793,,2872.9059246
MRSA West,med,1,cost,1,2014,572.30792273,473.29939071,1111.6756446,3344.9150374
MRSA West,med,1,cost,1,2015,606.15831986,446.97454706,1078.6715014,2579.7355556
MRSA West,med,1,cost,1,2016,478.6751425,425.86212174,798.06186515,3292.0675168
MRSA West,med,1,cost,1,2017,701.58304407,427.9558621,1239.0769465,2731.0096256
MRSA West,med,1,cost,1,2018,963.14656458,410.60007187,1305.662525,3959.7110443
MRSA West,med,1,cost,0,2013,556.10624344,337.43840796,696.69410515,2329.6129542
MRSA West,med,1,cost,0,2014,651.67453838,294.65139929,291.62941218,2130.0352109
MRSA West,med,1,cost,0,2015,960.55673569,326.70782178,636.13809652,3022.6030154
MRSA West,med,1,cost,0,2016,1018.6284322,400.4936965,589.86332936,3260.3417779
MRSA West,med,1,cost,0,2017,981.95518132,365.8232026,772.44934318,3241.3436537
MRSA West,med,1,cost,0,2018,1230.1513394,369.1305573,820.87490497,3797.4213545
MRSA West,out,1,cnt,1,2013,2.5479413424,2.4339853301,,11.632377123
MRSA West,out,1,cnt,1,2014,2.6215582894,2.2151692708,3.9375,12.936400763
MRSA West,out,1,cnt,1,2015,2.6041968162,2.1897398135,5.5454545455,11.584661576
MRSA West,out,1,cnt,1,2016,2.5683198381,2.2729437229,4.0816326531,13.266652934
MRSA West,out,1,cnt,1,2017,2.9157363105,2.3275118586,9.9561403509,13.752771979
MRSA West,out,1,cnt,1,2018,3.6886920981,2.1619541313,13.953183521,14.985296965
MRSA West,out,1,cnt,0,2013,2.1965751818,1.1122149837,3.1458333333,7.7752808575
MRSA West,out,1,cnt,0,2014,2.1793673966,0.973812487,2.3725490196,6.7183278178
MRSA West,out,1,cnt,0,2015,2.9386401327,1.1955954186,3.3614341085,9.6890947615
MRSA West,out,1,cnt,0,2016,2.9112382629,1.2411366712,3.4470404984,9.9404863297
MRSA West,out,1,cnt,0,2017,3.4436137767,1.2134993225,6.7074829932,11.247010168
MRSA West,out,1,cnt,0,2018,3.8871875704,1.2733305196,7.3388077859,12.414376415
MRSA West,out,1,cost,1,2013,270.38147814,319.39709035,,1592.0571571
MRSA West,out,1,cost,1,2014,366.80361479,303.77218112,728.90082359,2399.9554438
MRSA West,out,1,cost,1,2015,416.15676567,281.26416041,1055.5536185,1775.3974554
MRSA West,out,1,cost,1,2016,326.4882146,294.98327302,646.58411319,2195.7584595
MRSA West,out,1,cost,1,2017,481.21726007,312.77548276,1235.698218,1994.8470949
MRSA West,out,1,cost,1,2018,679.98223036,303.56038409,1286.7955341,2784.8751954
MRSA West,out,1,cost,0,2013,373.10590422,175.41372497,595.91173297,1104.1316417
MRSA West,out,1,cost,0,2014,417.65992455,191.01348932,145.56095643,1028.6394673
MRSA West,out,1,cost,0,2015,681.80607406,232.56347944,496.57645982,1925.751659
MRSA West,out,1,cost,0,2016,697.59966807,246.77336683,533.75976487,2001.9666234
MRSA West,out,1,cost,0,2017,690.11986722,234.35206382,740.70694533,2043.8428344
MRSA West,out,1,cost,0,2018,959.201034,268.45756035,782.9620334,2555.2264413
Nueces SDA,ed,1,cnt,1,2013,0.2836879433,0.1133333333,,0.4595212766
Nueces SDA,ed,1,cnt,1,2014,0.3205128205,0.0688888889,,0.7941636142
Nueces SDA,ed,1,cnt,1,2015,0.2569444444,0.0949074074,0.083032491,0.8708994709
Nueces SDA,ed,1,cnt,1,2016,0.1827309237,0.0824175824,0.0984848485,1.939168114
Nueces SDA,ed,1,cnt,1,2017,0.1710526316,0.0733056708,0.0863557858,0.9565805246
Nueces SDA,ed,1,cnt,1,2018,0.208086785,0.0708117444,0.0866013072,0.7828667834
Nueces SDA,ed,1,cnt,0,2013,0.1451092798,0.1454458293,,0.8543208696
Nueces SDA,ed,1,cnt,0,2014,0.1300548321,0.1132917584,0.0566037736,0.7481667832
Nueces SDA,ed,1,cnt,0,2015,0.1533509409,0.1150648824,0.1370523416,0.9046510304
Nueces SDA,ed,1,cnt,0,2016,0.1406021795,0.102310231,0.1435700029,0.7738200788
Nueces SDA,ed,1,cnt,0,2017,0.1550223928,0.1197841569,0.133791592,0.758452275
Nueces SDA,ed,1,cnt,0,2018,0.1616119068,0.0980789755,0.1361225188,0.7380141241
Nueces SDA,ed,1,cost,1,2013,200.53617299,52.209666036,,260.37333924
Nueces SDA,ed,1,cost,1,2014,148.71388597,42.219911194,,263.32927421
Nueces SDA,ed,1,cost,1,2015,103.4257643,74.376065177,13.205739965,385.97754164
Nueces SDA,ed,1,cost,1,2016,83.381847271,66.186511138,18.358623639,857.84035569
Nueces SDA,ed,1,cost,1,2017,86.355778326,43.166763339,9.6646459391,426.63552691
Nueces SDA,ed,1,cost,1,2018,94.10172602,36.882996455,11.226764637,372.57580024
Nueces SDA,ed,1,cost,0,2013,62.917060334,81.381674551,,314.93170991
Nueces SDA,ed,1,cost,0,2014,48.615409555,81.122788316,20.433820573,316.8995541
Nueces SDA,ed,1,cost,0,2015,65.068694335,87.185435305,52.527771922,397.55137617
Nueces SDA,ed,1,cost,0,2016,70.330292709,103.04123509,59.174745233,413.11973824
Nueces SDA,ed,1,cost,0,2017,110.66866332,101.73042221,59.759050372,425.55705447
Nueces SDA,ed,1,cost,0,2018,150.48419404,91.220490047,78.151154794,488.58340502
Nueces SDA,inp,1,cnt,1,2013,0.0354609929,0.0266666667,,0.2079609929
Nueces SDA,inp,1,cnt,1,2014,0.0982905983,0.0311111111,,0.2246398046
Nueces SDA,inp,1,cnt,1,2015,0.0625,0.0439814815,0.0529482551,0.2588624339
Nueces SDA,inp,1,cnt,1,2016,0.0562248996,0.0494505495,0.0694444444,0.2649891745
Nueces SDA,inp,1,cnt,1,2017,0.0800438596,0.0318118949,0.0267702936,0.2257446434
Nueces SDA,inp,1,cnt,1,2018,0.0493096647,0.0250431779,0.0294117647,0.3590750648
Nueces SDA,inp,1,cnt,0,2013,0.0300967395,0.0077021413,,0.2286331991
Nueces SDA,inp,1,cnt,0,2014,0.0266735207,0.0065419418,0.0251572327,0.1809858331
Nueces SDA,inp,1,cnt,0,2015,0.0300979421,0.0065389294,0.0495867769,0.2409427714
Nueces SDA,inp,1,cnt,0,2016,0.0257274464,0.005601876,0.0454804676,0.2019474757
Nueces SDA,inp,1,cnt,0,2017,0.0296225208,0.0052649976,0.0420402471,0.215911134
Nueces SDA,inp,1,cnt,0,2018,0.0293456894,0.0064745642,0.0363620808,0.2112145754
Nueces SDA,inp,1,cost,1,2013,216.05233747,183.0995988,,433.34860362
Nueces SDA,inp,1,cost,1,2014,255.51038784,159.43960158,,485.50022798
Nueces SDA,inp,1,cost,1,2015,188.75819291,246.46428604,34.976937657,785.56852079
Nueces SDA,inp,1,cost,1,2016,180.88307191,285.2409586,44.258686788,1017.1140356
Nueces SDA,inp,1,cost,1,2017,353.1905356,223.9782154,16.778298826,807.86786404
Nueces SDA,inp,1,cost,1,2018,268.33478194,189.87935141,10.064967306,1982.7776255
Nueces SDA,inp,1,cost,0,2013,332.55920827,73.044566758,,986.6877544
Nueces SDA,inp,1,cost,0,2014,363.15299353,83.09107408,27.127452835,972.64440987
Nueces SDA,inp,1,cost,0,2015,324.65497699,85.019876185,210.08343,1030.0962845
Nueces SDA,inp,1,cost,0,2016,407.7004256,81.444992751,262.42520342,1177.6031715
Nueces SDA,inp,1,cost,0,2017,392.92384097,61.993957236,248.55127385,1252.6423628
